employee,day,login_hour,files_accessed,emails_sent,usb_used,after_hours,is_malicious
Jessica Davis,72,10,34,13,0,0,0
Jessica Davis,73,9,17,10,0,0,0
Jessica Davis,74,9,27,17,0,0,0
Jessica Davis,75,11,25,18,0,0,0
Jessica Davis,76,11,25,16,0,0,0
Jessica Davis,77,9,27,7,0,0,0
Jessica Davis,78,11,29,18,0,0,0
Jessica Davis,79,10,19,9,0,0,0
Jessica Davis,80,11,16,18,0,0,0
Jessica Davis,81,9,18,15,0,0,0
Jessica Davis,82,10,20,7,0,0,0
Jessica Davis,83,9,34,11,0,0,0
Jessica Davis,84,9,27,5,0,0,0
Jessica Davis,85,11,15,7,0,0,0
Jessica Davis,86,9,29,20,0,0,0
Jessica Davis,87,10,29,16,0,0,0
Jessica Davis,88,9,28,5,0,0,0
Jessica Davis,89,10,31,17,0,0,0
Marilyn Tapia,0,7,47,12,0,0,0
Marilyn Tapia,1,8,51,16,0,0,0
Marilyn Tapia,2,7,54,9,0,0,0
Marilyn Tapia,3,8,60,7,0,0,0
Marilyn Tapia,4,7,59,18,0,0,0
Marilyn Tapia,5,7,56,15,0,0,0
Marilyn Tapia,6,8,54,14,0,0,0
Marilyn Tapia,7,8,59,12,0,0,0
Marilyn Tapia,8,9,46,18,0,0,0
Marilyn Tapia,9,7,60,18,0,0,0
Marilyn Tapia,10,9,46,18,0,0,0
Marilyn Tapia,11,7,60,8,0,0,0
Marilyn Tapia,12,8,57,15,0,0,0
Marilyn Tapia,13,7,54,13,0,0,0
Marilyn Tapia,14,9,60,18,0,0,0
Marilyn Tapia,15,7,61,5,0,0,0
Marilyn Tapia,16,7,47,19,0,0,0
Marilyn Tapia,17,7,63,18,0,0,0
Marilyn Tapia,18,8,45,14,0,0,0
Marilyn Tapia,19,9,45,13,0,0,0
Marilyn Tapia,20,9,43,15,0,0,0
Marilyn Tapia,21,7,47,11,0,0,0
Marilyn Tapia,22,9,46,9,0,0,0
Marilyn Tapia,23,8,51,10,0,0,0
Marilyn Tapia,24,7,58,6,0,0,0
Marilyn Tapia,25,9,47,13,0,0,0
Marilyn Tapia,26,8,45,12,0,0,0
Marilyn Tapia,27,9,59,9,0,0,0
Marilyn Tapia,28,7,44,12,0,0,0
Marilyn Tapia,29,7,60,13,0,0,0
Marilyn Tapia,30,7,62,18,0,0,0
Marilyn Tapia,31,9,46,8,0,0,0
Marilyn Tapia,32,8,62,7,0,0,0
Marilyn Tapia,33,9,45,20,0,0,0
Marilyn Tapia,34,7,63,10,0,0,0
Marilyn Tapia,35,8,56,15,0,0,0
Marilyn Tapia,36,8,44,12,0,0,0
Marilyn Tapia,37,8,50,7,0,0,0
Marilyn Tapia,38,8,61,16,0,0,0
Marilyn Tapia,39,9,62,8,0,0,0
Marilyn Tapia,40,8,50,6,0,0,0
Marilyn Tapia,41,8,54,15,0,0,0
Marilyn Tapia,42,8,47,16,0,0,0
Marilyn Tapia,43,9,58,10,0,0,0
Marilyn Tapia,44,9,63,18,0,0,0
Marilyn Tapia,45,7,57,13,0,0,0
Marilyn Tapia,46,7,48,17,0,0,0
Marilyn Tapia,47,7,53,14,0,0,0
Marilyn Tapia,48,9,60,5,0,0,0
Marilyn Tapia,49,7,53,6,0,0,0
Marilyn Tapia,50,8,54,10,0,0,0
Marilyn Tapia,51,9,61,6,0,0,0
Marilyn Tapia,52,7,50,18,0,0,0
Marilyn Tapia,53,9,48,11,0,0,0
Marilyn Tapia,54,9,58,8,0,0,0
Marilyn Tapia,55,9,61,9,0,0,0
Marilyn Tapia,56,9,48,5,0,0,0
Marilyn Tapia,57,8,56,10,0,0,0
Marilyn Tapia,58,9,60,16,0,0,0
Marilyn Tapia,59,7,58,16,0,0,0
Marilyn Tapia,60,8,49,15,0,0,0
Marilyn Tapia,61,8,59,10,0,0,0
Marilyn Tapia,62,7,47,13,0,0,0
Marilyn Tapia,63,9,62,8,0,0,0
Marilyn Tapia,64,7,49,18,0,0,0
Marilyn Tapia,65,8,61,18,0,0,0
Marilyn Tapia,66,7,55,7,0,0,0
Marilyn Tapia,67,9,53,20,0,0,0
Marilyn Tapia,68,7,53,8,0,0,0
Marilyn Tapia,69,8,44,7,0,0,0
Marilyn Tapia,70,9,63,8,0,0,0
Marilyn Tapia,71,7,55,19,0,0,0
Marilyn Tapia,72,7,47,12,0,0,0
Marilyn Tapia,73,8,63,20,0,0,0
Marilyn Tapia,74,9,56,16,0,0,0
Marilyn Tapia,75,7,58,18,0,0,0
Marilyn Tapia,76,8,55,19,0,0,0
Marilyn Tapia,77,9,47,11,0,0,0
Marilyn Tapia,78,7,55,11,0,0,0
Marilyn Tapia,79,9,50,7,0,0,0
Marilyn Tapia,80,8,44,12,0,0,0
Marilyn Tapia,81,8,57,10,0,0,0
Marilyn Tapia,82,9,45,12,0,0,0
Marilyn Tapia,83,7,63,20,0,0,0
Marilyn Tapia,84,9,51,11,0,0,0
Marilyn Tapia,85,9,44,7,0,0,0
Marilyn Tapia,86,9,53,8,0,0,0
Marilyn Tapia,87,7,54,7,0,0,0
Marilyn Tapia,88,8,49,20,0,0,0
Marilyn Tapia,89,8,44,17,0,0,0
Nicholas Sims,0,9,46,19,0,0,0
Nicholas Sims,1,8,48,19,0,0,0
Nicholas Sims,2,8,56,10,0,0,0
Nicholas Sims,3,10,62,10,0,0,0
Nicholas Sims,4,8,59,14,0,0,0
Nicholas Sims,5,9,46,19,0,0,0
Nicholas Sims,6,10,50,19,0,0,0
Nicholas Sims,7,9,63,17,0,0,0
Nicholas Sims,8,9,58,7,0,0,0
Nicholas Sims,9,8,61,14,0,0,0
Nicholas Sims,10,9,51,13,0,0,0
Nicholas Sims,11,8,47,13,0,0,0
Nicholas Sims,12,10,59,10,0,0,0
Nicholas Sims,13,9,65,9,0,0,0
Nicholas Sims,14,9,55,11,0,0,0
Nicholas Sims,15,10,54,6,0,0,0
Nicholas Sims,16,8,54,7,0,0,0
Nicholas Sims,17,8,56,9,0,0,0
Nicholas Sims,18,8,60,19,0,0,0
Nicholas Sims,19,10,58,9,0,0,0
Nicholas Sims,20,8,48,10,0,0,0
Nicholas Sims,21,9,57,17,0,0,0
Nicholas Sims,22,9,56,18,0,0,0
Nicholas Sims,23,8,53,17,0,0,0
Nicholas Sims,24,10,47,11,0,0,0
Nicholas Sims,25,8,54,10,0,0,0
Nicholas Sims,26,9,63,19,0,0,0
Nicholas Sims,27,8,47,17,0,0,0
Nicholas Sims,28,8,49,6,0,0,0
Nicholas Sims,29,8,51,13,0,0,0
Nicholas Sims,30,8,63,10,0,0,0
Nicholas Sims,31,10,50,19,0,0,0
Nicholas Sims,32,9,62,9,0,0,0
Nicholas Sims,33,8,61,11,0,0,0
Nicholas Sims,34,10,47,5,0,0,0
Nicholas Sims,35,9,65,9,0,0,0
Nicholas Sims,36,10,60,18,0,0,0
Nicholas Sims,37,9,49,6,0,0,0
Nicholas Sims,38,8,52,15,0,0,0
Nicholas Sims,39,9,66,19,0,0,0
Nicholas Sims,40,9,64,11,0,0,0
Nicholas Sims,41,9,52,19,0,0,0
Nicholas Sims,42,9,49,7,0,0,0
Nicholas Sims,43,10,63,18,0,0,0
Nicholas Sims,44,9,56,12,0,0,0
Nicholas Sims,45,9,48,5,0,0,0
Nicholas Sims,46,8,48,8,0,0,0
Nicholas Sims,47,9,51,8,0,0,0
Nicholas Sims,48,8,63,15,0,0,0
Nicholas Sims,49,8,55,9,0,0,0
Nicholas Sims,50,8,60,16,0,0,0
Nicholas Sims,51,8,58,20,0,0,0
Nicholas Sims,52,9,66,14,0,0,0
Nicholas Sims,53,9,48,5,0,0,0
Nicholas Sims,54,8,63,6,0,0,0
Nicholas Sims,55,8,48,7,0,0,0
Nicholas Sims,56,8,48,11,0,0,0
Nicholas Sims,57,9,50,20,0,0,0
Nicholas Sims,58,10,49,19,0,0,0
Nicholas Sims,59,8,53,17,0,0,0
Nicholas Sims,60,10,63,7,0,0,0
Nicholas Sims,61,9,47,7,0,0,0
Nicholas Sims,62,10,66,5,0,0,0
Nicholas Sims,63,10,61,10,0,0,0
Nicholas Sims,64,9,52,12,0,0,0
Nicholas Sims,65,9,61,11,0,0,0
Nicholas Sims,66,9,57,14,0,0,0
Nicholas Sims,67,8,66,5,0,0,0
Nicholas Sims,68,9,62,20,0,0,0
Nicholas Sims,69,9,64,19,0,0,0
Nicholas Sims,70,9,59,5,0,0,0
Nicholas Sims,71,8,59,8,0,0,0
Nicholas Sims,72,10,50,8,0,0,0
Nicholas Sims,73,9,61,12,0,0,0
Nicholas Sims,74,9,56,12,0,0,0
Nicholas Sims,75,9,48,6,0,0,0
Nicholas Sims,76,9,64,8,0,0,0
Nicholas Sims,77,8,63,20,0,0,0
Nicholas Sims,78,8,54,13,0,0,0
Nicholas Sims,79,8,62,5,0,0,0
Nicholas Sims,80,9,51,10,0,0,0
Nicholas Sims,81,9,52,16,0,0,0
Nicholas Sims,82,9,50,17,0,0,0
Nicholas Sims,83,9,49,10,0,0,0
Nicholas Sims,84,8,59,6,0,0,0
Nicholas Sims,85,8,61,12,0,0,0
Nicholas Sims,86,10,60,5,0,0,0
Nicholas Sims,87,8,65,17,0,0,0
Nicholas Sims,88,10,66,14,0,0,0
Nicholas Sims,89,9,52,17,0,0,0
Miguel Garcia,0,9,29,10,0,0,0
Miguel Garcia,1,10,37,5,0,0,0
Miguel Garcia,2,11,33,18,0,0,0
Miguel Garcia,3,11,34,16,0,0,0
Miguel Garcia,4,10,45,14,0,0,0
Miguel Garcia,5,11,47,6,0,0,0
Miguel Garcia,6,10,33,18,0,0,0
Miguel Garcia,7,10,40,18,0,0,0
Miguel Garcia,8,10,43,7,0,0,0
Miguel Garcia,9,9,47,6,0,0,0
Miguel Garcia,10,11,28,5,0,0,0
Miguel Garcia,11,9,36,17,0,0,0
Miguel Garcia,12,11,44,11,0,0,0
Miguel Garcia,13,11,46,15,0,0,0
Miguel Garcia,14,9,39,9,0,0,0
Miguel Garcia,15,9,34,13,0,0,0
Miguel Garcia,16,9,32,7,0,0,0
Miguel Garcia,17,11,42,16,0,0,0
Miguel Garcia,18,11,35,14,0,0,0
Miguel Garcia,19,10,35,5,0,0,0
Miguel Garcia,20,11,35,10,0,0,0
Miguel Garcia,21,9,29,14,0,0,0
Miguel Garcia,22,9,39,16,0,0,0
Miguel Garcia,23,10,32,13,0,0,0
Miguel Garcia,24,9,39,17,0,0,0
Miguel Garcia,25,11,39,7,0,0,0
Miguel Garcia,26,9,39,10,0,0,0
Miguel Garcia,27,10,39,19,0,0,0
Miguel Garcia,28,10,34,10,0,0,0
Miguel Garcia,29,10,41,17,0,0,0
Miguel Garcia,30,9,36,8,0,0,0
Miguel Garcia,31,10,44,20,0,0,0
Miguel Garcia,32,11,34,20,0,0,0
Miguel Garcia,33,10,28,18,0,0,0
Miguel Garcia,34,10,38,20,0,0,0
Miguel Garcia,35,10,36,18,0,0,0
Miguel Garcia,36,9,35,5,0,0,0
Miguel Garcia,37,9,37,7,0,0,0
Miguel Garcia,38,11,35,7,0,0,0
Miguel Garcia,39,11,47,17,0,0,0
Miguel Garcia,40,10,32,20,0,0,0
Miguel Garcia,41,10,44,18,0,0,0
Miguel Garcia,42,10,28,9,0,0,0
Miguel Garcia,43,11,31,11,0,0,0
Miguel Garcia,44,11,28,20,0,0,0
Miguel Garcia,45,9,42,15,0,0,0
Miguel Garcia,46,9,47,5,0,0,0
Miguel Garcia,47,11,41,7,0,0,0
Miguel Garcia,48,9,31,16,0,0,0
Miguel Garcia,49,9,40,17,0,0,0
Miguel Garcia,50,11,32,18,0,0,0
Miguel Garcia,51,10,27,20,0,0,0
Miguel Garcia,52,9,27,6,0,0,0
Miguel Garcia,53,10,34,11,0,0,0
Miguel Garcia,54,11,41,18,0,0,0
Miguel Garcia,55,11,36,6,0,0,0
Miguel Garcia,56,9,35,7,0,0,0
Miguel Garcia,57,10,47,20,0,0,0
Miguel Garcia,58,9,42,19,0,0,0
Miguel Garcia,59,11,27,13,0,0,0
Miguel Garcia,60,10,30,9,0,0,0
Miguel Garcia,61,10,47,13,0,0,0
Miguel Garcia,62,10,31,9,0,0,0
Miguel Garcia,63,10,44,15,0,0,0
Miguel Garcia,64,11,33,8,0,0,0
Miguel Garcia,65,10,40,7,0,0,0
Miguel Garcia,66,9,39,7,0,0,0
Miguel Garcia,67,10,32,14,0,0,0
Miguel Garcia,68,10,39,11,0,0,0
Miguel Garcia,69,10,33,18,0,0,0
Miguel Garcia,70,10,37,5,0,0,0
Miguel Garcia,71,10,29,16,0,0,0
Miguel Garcia,72,11,45,14,0,0,0
Miguel Garcia,73,9,28,8,0,0,0
Miguel Garcia,74,9,29,15,0,0,0
Miguel Garcia,75,9,46,7,0,0,0
Miguel Garcia,76,10,47,19,0,0,0
Miguel Garcia,77,11,41,11,0,0,0
Miguel Garcia,78,11,36,10,0,0,0
Miguel Garcia,79,11,44,5,0,0,0
Miguel Garcia,80,9,34,7,0,0,0
Miguel Garcia,81,1,259,19,1,1,1
Miguel Garcia,82,4,185,9,1,1,1
Miguel Garcia,83,0,259,16,1,1,1
Miguel Garcia,84,1,370,11,1,1,1
Miguel Garcia,85,1,222,17,1,1,1
Miguel Garcia,86,1,185,5,1,1,1
Miguel Garcia,87,0,333,19,1,1,1
Miguel Garcia,88,1,296,12,1,1,1
Miguel Garcia,89,3,296,10,1,1,1
Jasmine Larson,0,8,24,16,0,0,0
Jasmine Larson,1,10,21,5,0,0,0
Jasmine Larson,2,9,20,20,0,0,0
Jasmine Larson,3,9,25,14,0,0,0
Jasmine Larson,4,10,23,6,0,0,0
Jasmine Larson,5,9,27,17,0,0,0
Jasmine Larson,6,9,26,18,0,0,0
Jasmine Larson,7,10,30,13,0,0,0
Jasmine Larson,8,8,19,13,0,0,0
Jasmine Larson,9,10,28,15,0,0,0
Jasmine Larson,10,8,29,16,0,0,0
Jasmine Larson,11,9,16,16,0,0,0
Jasmine Larson,12,10,14,17,0,0,0
Jasmine Larson,13,8,16,14,0,0,0
Jasmine Larson,14,10,12,12,0,0,0
Jasmine Larson,15,8,30,13,0,0,0
Jasmine Larson,16,8,11,18,0,0,0
Jasmine Larson,17,10,27,17,0,0,0
Jasmine Larson,18,10,18,15,0,0,0
Jasmine Larson,19,10,19,15,0,0,0
Jasmine Larson,20,10,11,20,0,0,0
Jasmine Larson,21,9,13,19,0,0,0
Jasmine Larson,22,9,29,12,0,0,0
Jasmine Larson,23,9,13,18,0,0,0
Jasmine Larson,24,9,17,20,0,0,0
Jasmine Larson,25,8,31,18,0,0,0
Jasmine Larson,26,9,29,19,0,0,0
Jasmine Larson,27,10,22,7,0,0,0
Jasmine Larson,28,9,18,16,0,0,0
Jasmine Larson,29,10,15,14,0,0,0
Jasmine Larson,30,9,27,16,0,0,0
Jasmine Larson,31,9,12,19,0,0,0
Jasmine Larson,32,9,18,14,0,0,0
Jasmine Larson,33,9,15,10,0,0,0
Jasmine Larson,34,10,21,17,0,0,0
Jasmine Larson,35,8,30,19,0,0,0
Jasmine Larson,36,9,11,5,0,0,0
Jasmine Larson,37,10,28,9,0,0,0
Jasmine Larson,38,10,22,5,0,0,0
Jasmine Larson,39,9,22,16,0,0,0
Jasmine Larson,40,10,24,11,0,0,0
Jasmine Larson,41,9,27,9,0,0,0
Jasmine Larson,42,9,24,7,0,0,0
Jasmine Larson,43,8,29,9,0,0,0
Jasmine Larson,44,9,26,9,0,0,0
Jasmine Larson,45,10,27,18,0,0,0
Jasmine Larson,46,9,23,14,0,0,0
Jasmine Larson,47,10,23,15,0,0,0
Jasmine Larson,48,8,18,19,0,0,0
Jasmine Larson,49,8,29,8,0,0,0
Jasmine Larson,50,8,29,8,0,0,0
Jasmine Larson,51,8,14,12,0,0,0
Jasmine Larson,52,9,19,10,0,0,0
Jasmine Larson,53,10,19,10,0,0,0
Jasmine Larson,54,8,24,12,0,0,0
Jasmine Larson,55,8,24,14,0,0,0
Jasmine Larson,56,10,17,13,0,0,0
Jasmine Larson,57,8,31,17,0,0,0
Jasmine Larson,58,10,25,12,0,0,0
Jasmine Larson,59,10,25,20,0,0,0
Jasmine Larson,60,10,30,16,0,0,0
Jasmine Larson,61,10,17,14,0,0,0
Jasmine Larson,62,8,25,5,0,0,0
Jasmine Larson,63,10,28,14,0,0,0
Jasmine Larson,64,10,14,18,0,0,0
Jasmine Larson,65,9,29,18,0,0,0
Jasmine Larson,66,8,18,10,0,0,0
Jasmine Larson,67,9,25,11,0,0,0
Jasmine Larson,68,9,13,13,0,0,0
Jasmine Larson,69,8,21,17,0,0,0
Jasmine Larson,70,9,27,7,0,0,0
Jasmine Larson,71,8,21,5,0,0,0
Jasmine Larson,72,9,12,6,0,0,0
Jasmine Larson,73,10,28,12,0,0,0
Jasmine Larson,74,9,26,6,0,0,0
Jasmine Larson,75,8,31,8,0,0,0
Jasmine Larson,76,8,11,17,0,0,0
Jasmine Larson,77,9,17,9,0,0,0
Jasmine Larson,78,10,23,20,0,0,0
Jasmine Larson,79,10,12,9,0,0,0
Jasmine Larson,80,8,24,5,0,0,0
Jasmine Larson,81,8,31,13,0,0,0
Jasmine Larson,82,8,14,7,0,0,0
Jasmine Larson,83,8,17,20,0,0,0
Jasmine Larson,84,9,20,20,0,0,0
Jasmine Larson,85,10,21,8,0,0,0
Jasmine Larson,86,8,24,11,0,0,0
Jasmine Larson,87,8,19,20,0,0,0
Jasmine Larson,88,9,26,5,0,0,0
Jasmine Larson,89,10,23,6,0,0,0
Sarah Frank,0,9,20,14,0,0,0
Sarah Frank,1,7,19,14,0,0,0
Sarah Frank,2,8,24,14,0,0,0
Sarah Frank,3,9,31,18,0,0,0
Sarah Frank,4,9,21,14,0,0,0
Sarah Frank,5,9,21,19,0,0,0
Sarah Frank,6,8,31,17,0,0,0
Sarah Frank,7,9,26,19,0,0,0
Sarah Frank,8,8,13,17,0,0,0
Sarah Frank,9,9,24,16,0,0,0
Sarah Frank,10,7,30,17,0,0,0
Sarah Frank,11,8,16,13,0,0,0
Sarah Frank,12,9,25,19,0,0,0
Sarah Frank,13,9,21,5,0,0,0
Sarah Frank,14,9,23,10,0,0,0
Sarah Frank,15,9,17,5,0,0,0
Sarah Frank,16,8,16,14,0,0,0
Sarah Frank,17,9,13,11,0,0,0
Sarah Frank,18,8,26,12,0,0,0
Sarah Frank,19,9,23,20,0,0,0
Sarah Frank,20,9,26,8,0,0,0
Sarah Frank,21,7,17,6,0,0,0
Sarah Frank,22,7,26,11,0,0,0
Sarah Frank,23,8,29,10,0,0,0
Sarah Frank,24,9,31,17,0,0,0
Sarah Frank,25,7,17,17,0,0,0
Sarah Frank,26,9,30,5,0,0,0
Sarah Frank,27,8,14,10,0,0,0
Sarah Frank,28,9,31,20,0,0,0
Sarah Frank,29,7,23,16,0,0,0
Sarah Frank,30,9,17,9,0,0,0
Sarah Frank,31,7,13,8,0,0,0
Sarah Frank,32,7,21,14,0,0,0
Sarah Frank,33,7,12,17,0,0,0
Sarah Frank,34,7,23,17,0,0,0
Sarah Frank,35,7,23,11,0,0,0
Sarah Frank,36,7,25,11,0,0,0
Sarah Frank,37,9,25,16,0,0,0
Sarah Frank,38,9,23,11,0,0,0
Sarah Frank,39,9,28,19,0,0,0
Sarah Frank,40,7,18,8,0,0,0
Sarah Frank,41,9,26,17,0,0,0
Sarah Frank,42,8,12,16,0,0,0
Sarah Frank,43,7,20,12,0,0,0
Sarah Frank,44,7,25,13,0,0,0
Sarah Frank,45,7,28,9,0,0,0
Sarah Frank,46,7,24,14,0,0,0
Sarah Frank,47,9,13,17,0,0,0
Sarah Frank,48,7,31,20,0,0,0
Sarah Frank,49,7,14,20,0,0,0
Sarah Frank,50,9,26,14,0,0,0
Sarah Frank,51,8,11,17,0,0,0
Sarah Frank,52,8,22,13,0,0,0
Sarah Frank,53,8,27,11,0,0,0
Sarah Frank,54,7,27,10,0,0,0
Sarah Frank,55,7,18,9,0,0,0
Sarah Frank,56,8,18,17,0,0,0
Sarah Frank,57,9,29,16,0,0,0
Sarah Frank,58,8,14,8,0,0,0
Sarah Frank,59,7,17,6,0,0,0
Sarah Frank,60,7,20,9,0,0,0
Sarah Frank,61,8,23,14,0,0,0
Sarah Frank,62,7,22,18,0,0,0
Sarah Frank,63,7,22,6,0,0,0
Sarah Frank,64,9,24,16,0,0,0
Sarah Frank,65,9,13,14,0,0,0
Sarah Frank,66,9,25,8,0,0,0
Sarah Frank,67,9,20,11,0,0,0
Sarah Frank,68,7,14,6,0,0,0
Sarah Frank,69,9,13,11,0,0,0
Sarah Frank,70,9,29,5,0,0,0
Sarah Frank,71,7,16,8,0,0,0
Sarah Frank,72,9,20,10,0,0,0
Sarah Frank,73,7,15,20,0,0,0
Sarah Frank,74,9,17,9,0,0,0
Sarah Frank,75,9,20,15,0,0,0
Sarah Frank,76,7,27,15,0,0,0
Sarah Frank,77,9,21,15,0,0,0
Sarah Frank,78,7,31,12,0,0,0
Sarah Frank,79,7,26,19,0,0,0
Sarah Frank,80,9,22,18,0,0,0
Sarah Frank,81,9,16,20,0,0,0
Sarah Frank,82,9,11,11,0,0,0
Sarah Frank,83,8,11,8,0,0,0
Sarah Frank,84,9,23,15,0,0,0
Sarah Frank,85,9,27,11,0,0,0
Sarah Frank,86,7,29,15,0,0,0
Sarah Frank,87,7,23,11,0,0,0
Sarah Frank,88,7,22,14,0,0,0
Sarah Frank,89,9,25,20,0,0,0
Deborah Haynes,0,9,19,20,0,0,0
Deborah Haynes,1,9,34,12,0,0,0
Deborah Haynes,2,8,32,20,0,0,0
Deborah Haynes,3,8,16,8,0,0,0
Deborah Haynes,4,7,28,17,0,0,0
Deborah Haynes,5,7,36,5,0,0,0
Deborah Haynes,6,7,23,20,0,0,0
Deborah Haynes,7,9,30,17,0,0,0
Deborah Haynes,8,7,20,18,0,0,0
Deborah Haynes,9,8,32,10,0,0,0
Deborah Haynes,10,7,35,15,0,0,0
Deborah Haynes,11,9,19,14,0,0,0
Deborah Haynes,12,7,31,20,0,0,0
Deborah Haynes,13,7,34,8,0,0,0
Deborah Haynes,14,9,20,9,0,0,0
Deborah Haynes,15,9,28,13,0,0,0
Deborah Haynes,16,9,35,6,0,0,0
Deborah Haynes,17,8,24,20,0,0,0
Deborah Haynes,18,7,21,20,0,0,0
Deborah Haynes,19,7,16,12,0,0,0
Deborah Haynes,20,7,17,7,0,0,0
Deborah Haynes,21,8,25,6,0,0,0
Deborah Haynes,22,8,36,6,0,0,0
Deborah Haynes,23,7,27,20,0,0,0
Deborah Haynes,24,7,19,6,0,0,0
Deborah Haynes,25,9,28,15,0,0,0
Deborah Haynes,26,9,32,12,0,0,0
Deborah Haynes,27,9,22,20,0,0,0
Deborah Haynes,28,7,21,16,0,0,0
Deborah Haynes,29,7,22,10,0,0,0
Deborah Haynes,30,9,25,12,0,0,0
Deborah Haynes,31,8,19,7,0,0,0
Deborah Haynes,32,7,26,8,0,0,0
Deborah Haynes,33,8,24,15,0,0,0
Deborah Haynes,34,7,28,13,0,0,0
Deborah Haynes,35,8,33,13,0,0,0
Deborah Haynes,36,7,31,8,0,0,0
Deborah Haynes,37,8,27,14,0,0,0
Deborah Haynes,38,8,19,8,0,0,0
Deborah Haynes,39,7,17,15,0,0,0
Deborah Haynes,40,7,34,10,0,0,0
Deborah Haynes,41,9,33,12,0,0,0
Deborah Haynes,42,8,26,15,0,0,0
Deborah Haynes,43,8,33,10,0,0,0
Deborah Haynes,44,8,25,14,0,0,0
Deborah Haynes,45,9,35,12,0,0,0
Deborah Haynes,46,9,28,8,0,0,0
Deborah Haynes,47,8,16,8,0,0,0
Deborah Haynes,48,9,31,18,0,0,0
Deborah Haynes,49,7,32,19,0,0,0
Deborah Haynes,50,9,31,13,0,0,0
Deborah Haynes,51,8,18,10,0,0,0
Deborah Haynes,52,7,17,8,0,0,0
Deborah Haynes,53,7,18,8,0,0,0
Deborah Haynes,54,7,33,8,0,0,0
Deborah Haynes,55,9,25,18,0,0,0
Deborah Haynes,56,7,30,8,0,0,0
Deborah Haynes,57,9,33,19,0,0,0
Deborah Haynes,58,8,21,7,0,0,0
Deborah Haynes,59,8,21,12,0,0,0
Deborah Haynes,60,9,20,17,0,0,0
Deborah Haynes,61,9,36,17,0,0,0
Deborah Haynes,62,9,17,18,0,0,0
Deborah Haynes,63,8,22,20,0,0,0
Deborah Haynes,64,8,36,19,0,0,0
Deborah Haynes,65,9,28,15,0,0,0
Deborah Haynes,66,8,35,19,0,0,0
Deborah Haynes,67,7,19,16,0,0,0
Deborah Haynes,68,9,33,15,0,0,0
Deborah Haynes,69,7,22,10,0,0,0
Deborah Haynes,70,9,20,18,0,0,0
Deborah Haynes,71,7,17,12,0,0,0
Deborah Haynes,72,8,23,5,0,0,0
Deborah Haynes,73,8,24,10,0,0,0
Deborah Haynes,74,8,33,15,0,0,0
Deborah Haynes,75,9,32,16,0,0,0
Deborah Haynes,76,7,21,10,0,0,0
Deborah Haynes,77,8,27,11,0,0,0
Deborah Haynes,78,7,17,15,0,0,0
Deborah Haynes,79,9,21,7,0,0,0
Deborah Haynes,80,8,25,5,0,0,0
Deborah Haynes,81,9,30,20,0,0,0
Deborah Haynes,82,8,21,16,0,0,0
Deborah Haynes,83,8,30,10,0,0,0
Deborah Haynes,84,7,35,8,0,0,0
Deborah Haynes,85,9,24,19,0,0,0
Deborah Haynes,86,8,35,20,0,0,0
Deborah Haynes,87,7,34,15,0,0,0
Deborah Haynes,88,8,31,20,0,0,0
Deborah Haynes,89,7,31,13,0,0,0
Andres Johnson,0,8,30,14,0,0,0
Andres Johnson,1,8,27,12,0,0,0
Andres Johnson,2,9,41,17,0,0,0
Andres Johnson,3,10,28,11,0,0,0
Andres Johnson,4,8,45,20,0,0,0
Andres Johnson,5,9,39,18,0,0,0
Andres Johnson,6,8,41,13,0,0,0
Andres Johnson,7,8,43,20,0,0,0
Andres Johnson,8,10,31,13,0,0,0
Andres Johnson,9,9,26,16,0,0,0
Andres Johnson,10,8,34,10,0,0,0
Andres Johnson,11,9,27,11,0,0,0
Andres Johnson,12,8,29,15,0,0,0
Andres Johnson,13,8,32,14,0,0,0
Andres Johnson,14,8,42,9,0,0,0
Andres Johnson,15,10,37,9,0,0,0
Andres Johnson,16,9,38,14,0,0,0
Andres Johnson,17,8,44,20,0,0,0
Andres Johnson,18,8,25,9,0,0,0
Andres Johnson,19,10,34,5,0,0,0
Andres Johnson,20,8,37,5,0,0,0
Andres Johnson,21,10,42,18,0,0,0
Andres Johnson,22,10,36,10,0,0,0
Andres Johnson,23,9,41,6,0,0,0
Andres Johnson,24,9,42,18,0,0,0
Andres Johnson,25,10,40,6,0,0,0
Andres Johnson,26,10,41,6,0,0,0
Andres Johnson,27,8,36,12,0,0,0
Andres Johnson,28,8,30,7,0,0,0
Andres Johnson,29,9,41,12,0,0,0
Andres Johnson,30,8,34,9,0,0,0
Andres Johnson,31,9,35,7,0,0,0
Andres Johnson,32,9,31,14,0,0,0
Andres Johnson,33,10,26,10,0,0,0
Andres Johnson,34,9,39,18,0,0,0
Andres Johnson,35,9,40,8,0,0,0
Andres Johnson,36,10,29,13,0,0,0
Andres Johnson,37,8,27,19,0,0,0
Andres Johnson,38,9,41,19,0,0,0
Andres Johnson,39,9,39,8,0,0,0
Andres Johnson,40,9,38,19,0,0,0
Andres Johnson,41,10,29,7,0,0,0
Andres Johnson,42,9,35,20,0,0,0
Andres Johnson,43,8,44,6,0,0,0
Andres Johnson,44,9,42,17,0,0,0
Andres Johnson,45,10,36,16,0,0,0
Andres Johnson,46,10,39,14,0,0,0
Andres Johnson,47,9,42,18,0,0,0
Andres Johnson,48,8,29,12,0,0,0
Andres Johnson,49,10,26,13,0,0,0
Andres Johnson,50,9,26,18,0,0,0
Andres Johnson,51,8,39,14,0,0,0
